"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Kewaunee County, WI"	"55061"	234	99018	236.3	164.4
	"La Crosse County, WI"	"55063"	1184	577300	205.1	177.5
	"Lafayette County, WI"	"55065"	193	81263	237.5	166.2
	"Langlade County, WI"	"55067"	303	92894	326.2	195.0
	"Lincoln County, WI"	"55069"	401	134664	297.8	190.1
	"Manitowoc County, WI"	"55071"	1118	384392	290.8	200.1
	"Marathon County, WI"	"55073"	1411	661960	213.2	165.3
	"Marinette County, WI"	"55075"	787	195565	402.4	237.9
	"Marquette County, WI"	"55077"	276	74909	368.4	208.4
	"Menominee County, WI"	"55078"	87	22635	384.4	361.5
	"Milwaukee County, WI"	"55079"	11799	4648207	253.8	247.3
	"Monroe County, WI"	"55081"	626	225388	277.7	214.1
	"Oconto County, WI"	"55083"	599	185396	323.1	214.6
	"Oneida County, WI"	"55085"	605	172334	351.1	198.3
	"Outagamie County, WI"	"55087"	1840	917871	200.5	179.0
	"Ozaukee County, WI"	"55089"	868	432890	200.5	142.5
	"Pepin County, WI"	"55091"	97	35276	275.0	179.4
	"Pierce County, WI"	"55093"	356	207715	171.4	156.6
	"Polk County, WI"	"55095"	570	213064	267.5	178.5
	"Portage County, WI"	"55097"	695	346595	200.5	165.6
	"Price County, WI"	"55099"	240	64893	369.8	198.2
	"Racine County, WI"	"55101"	2598	959241	270.8	220.2
	"Richland County, WI"	"55103"	256	83930	305.0	188.7
	"Rock County, WI"	"55105"	2087	796773	261.9	212.1
	"Rusk County, WI"	"55107"	245	68372	358.3	214.0
	"St. Croix County, WI"	"55109"	713	441987	161.3	151.5
	"Sauk County, WI"	"55111"	859	313233	274.2	205.3
	"Sawyer County, WI"	"55113"	294	80474	365.3	216.3
	"Shawano County, WI"	"55115"	687	199065	345.1	225.5
	"Sheboygan County, WI"	"55117"	1385	562861	246.1	188.3
	"Taylor County, WI"	"55119"	226	98974	228.3	159.9
	"Trempealeau County, WI"	"55121"	394	144487	272.7	210.0
	"Vernon County, WI"	"55123"	405	149906	270.2	195.9
	"Vilas County, WI"	"55125"	448	105975	422.7	218.9
	"Walworth County, WI"	"55127"	1195	506570	235.9	182.6
	"Washburn County, WI"	"55129"	299	76309	391.8	219.6
	"Washington County, WI"	"55131"	1339	661920	202.3	154.1
	"Waukesha County, WI"	"55133"	3697	1960442	188.6	142.2
	"Waupaca County, WI"	"55135"	864	247246	349.4	234.9
	"Waushara County, WI"	"55137"	416	118211	351.9	208.0
	"Winnebago County, WI"	"55139"	1740	834940	208.4	175.0
	"Wood County, WI"	"55141"	958	353959	270.7	184.8
	"Albany County, WY"	"56001"	265	190734	138.9	166.5
	"Big Horn County, WY"	"56003"	227	57704	393.4	266.2
	"Campbell County, WY"	"56005"	396	232340	170.4	210.7
	"Carbon County, WY"	"56007"	214	74147	288.6	225.6
	"Converse County, WY"	"56009"	184	68076	270.3	216.6
	"Crook County, WY"	"56011"	102	36699	277.9	191.2
	"Fremont County, WY"	"56013"	639	194141	329.1	257.4
	"Goshen County, WY"	"56015"	226	64400	350.9	229.8
	"Hot Springs County, WY"	"56017"	119	22020	540.4	296.2
	"Johnson County, WY"	"56019"	137	41268	332.0	204.2
	"Laramie County, WY"	"56021"	1172	485849	241.2	208.3
	"Lincoln County, WY"	"56023"	209	96451	216.7	176.6
	"Natrona County, WY"	"56025"	1096	392408	279.3	246.5
	"Niobrara County, WY"	"56027"	36	11600	310.3	184.3
	"Park County, WY"	"56029"	430	142730	301.3	187.5
	"Platte County, WY"	"56031"	154	41534	370.8	212.4
	"Sheridan County, WY"	"56033"	449	148268	302.8	206.8
	"Sublette County, WY"	"56035"	81	48227	168.0	119.0
	"Sweetwater County, WY"	"56037"	523	213420	245.1	258.8
	"Teton County, WY"	"56039"	93	114851	81.0	73.3
	"Uinta County, WY"	"56041"	225	100695	223.4	212.7
	"Washakie County, WY"	"56043"	130	38540	337.3	220.4
	"Weston County, WY"	"56045"	104	33808	307.6	217.1
"Total"			3961268	1601071620	247.4	208.5
"---"
"Dataset: Underlying Cause of Death, 1999-2020"
"Query Parameters:"
"ICD-10 Codes: A16-A19 (Tuberculosis); B90-B94 (Sequelae of infectious and parasitic diseases); C18.0 (Caecum - Malignant"
"neoplasms); C18.1 (Appendix - Malignant neoplasms); C18.2 (Ascending colon - Malignant neoplasms); C18.3 (Hepatic flexure -"
"Malignant neoplasms); C18.4 (Transverse colon - Malignant neoplasms); C18.5 (Splenic flexure - Malignant neoplasms); C18.6"
"(Descending colon - Malignant neoplasms); C18.7 (Sigmoid colon - Malignant neoplasms); C18.8 (Overlapping lesion of colon -"
"Malignant neoplasms); C18.9 (Colon, unspecified - Malignant neoplasms); C19 (Malignant neoplasm of rectosigmoid junction); C20"
"(Malignant neoplasm of rectum); C21.0 (Anus, unspecified - Malignant neoplasms); C21.1 (Anal canal - Malignant neoplasms); C21.2"
"(Cloacogenic zone - Malignant neoplasms); C21.8 (Overlapping lesion of rectum, anus and anal canal - Malignant neoplasms); C50.0"
"(Nipple and areola - Malignant neoplasms); C50.1 (Central portion of breast - Malignant neoplasms); C50.2 (Upper-inner quadrant"
"of breast - Malignant neoplasms); C50.3 (Lower-inner quadrant of breast - Malignant neoplasms); C50.4 (Upper-outer quadrant of"
"breast - Malignant neoplasms); C50.5 (Lower-outer quadrant of breast - Malignant neoplasms); C50.6 (Axillary tail of breast -"
"Malignant neoplasms); C50.8 (Overlapping lesion of breast - Malignant neoplasms); C50.9 (Breast, unspecified - Malignant"
"neoplasms); C53.0 (Endocervix - Malignant neoplasms); C53.1 (Exocervix - Malignant neoplasms); C53.8 (Overlapping lesion of"
"cervix uteri - Malignant neoplasms); C53.9 (Cervix uteri, unspecified - Malignant neoplasms); C54.0 (Isthmus uteri - Malignant"
"neoplasms); C54.1 (Endometrium - Malignant neoplasms); C54.2 (Myometrium - Malignant neoplasms); C54.3 (Fundus uteri - Malignant"
"neoplasms); C54.8 (Overlapping lesion of corpus uteri - Malignant neoplasms); C54.9 (Corpus uteri, unspecified - Malignant"
"neoplasms); C55 (Malignant neoplasm of uterus, part unspecified); C62.0 (Undescended testis - Malignant neoplasms); C62.1"
"(Descended testis - Malignant neoplasms); C62.9 (Testis, unspecified - Malignant neoplasms); C73 (Malignant neoplasm of thyroid"
"gland); C81.0 (Hodgkin lymphocytic predominance); C81.1 (Hodgkin nodular sclerosis); C81.2 (Hodgkin mixed cellularity); C81.3"
"(Hodgkin lymphocytic depletion); C81.7 (Other Hodgkin disease); C81.9 (Hodgkin disease, unspecified); C91.0 (Acute lymphoblastic"
"leukaemia - Malignant neoplasms); C91.1 (Chronic lymphocytic leukaemia - Malignant neoplasms); C91.2 (Subacute lymphocytic"
"leukaemia - Malignant neoplasms); C91.3 (Prolymphocytic leukaemia - Malignant neoplasms); C91.4 (Hairy-cell leukaemia -"
"Malignant neoplasms); C91.5 (Adult T-cell leukaemia - Malignant neoplasms); C91.7 (Other lymphoid leukaemia - Malignant"
"neoplasms); C91.9 (Lymphoid leukaemia, unspecified - Malignant neoplasms); D10-D36 (Benign neoplasms); E00-E07 (Disorders of"
"thyroid gland); E10-E14 (Diabetes mellitus); E20-E34 (Disorders of other endocrine glands); G40-G47 (Episodic and paroxysmal"
"disorders); I00-I02 (Acute rheumatic fever); I05-I09 (Chronic rheumatic heart diseases); I10-I15 (Hypertensive diseases);"
"I20-I25 (Ischaemic heart diseases); I26-I28 (Pulmonary heart disease and diseases of pulmonary circulation); I60-I69"
"(Cerebrovascular diseases); I70-I78 (Diseases of arteries, arterioles and capillaries); I80-I89 (Diseases of veins, lymphatic"
"vessels and lymph nodes, not elsewhere classified); J00-J06 (Acute upper respiratory infections); J09-J18 (Influenza and"
"pneumonia); J20-J22 (Other acute lower respiratory infections); J30-J39 (Other diseases of upper respiratory tract); J40-J47"
"(Chronic lower respiratory diseases); J80-J84 (Other respiratory diseases principally affecting the interstitium); J85-J86"
"(Suppurative and necrotic conditions of lower respiratory tract); J90-J94 (Other diseases of pleura); K20-K31 (Diseases of"
"oesophagus, stomach and duodenum); K35-K38 (Diseases of appendix); K40-K46 (Hernia); K80-K86 (Disorders of gallbladder, biliary"
"tract and pancreas); O00-O99 (Pregnancy, childbirth and the puerperium); P00-P96 (Certain conditions originating in the"
"perinatal period); Q20-Q28 (Congenital malformations of the circulatory system); Y40-Y84 (Complications of medical and surgical"
"care)"
"Ten-Year Age Groups: < 1 year; 1-4 years; 5-14 years; 15-24 years; 25-34 years; 35-44 years; 45-54 years; 55-64 years; 65-74"
"years; 75-84 years"
"Year/Month: 2016; 2017; 2018; 2019; 2020"
"Group By: County"
"Show Totals: True"
"Show Zero Values: False"
"Show Suppressed: False"
"Standard Population: 2000 U.S. Std. Population"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Jun 25, 2026 3:06:57 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10.html on Jun 25, 2026 3:06:57 AM"
"---"
Messages:
"1. Rows with zero Deaths are hidden, but the Population values in those rows are included in the totals. Use Quick Options above"
"to show zero rows."
"2. Rows with suppressed Deaths are hidden, but the Deaths and Population values in those rows are included in the totals. Use"
"Quick Options above to show suppressed rows."
"---"
Footnotes:
"1. Data are not available for this area for all of the requested years. See Caveats below for more information."
"---"
Caveats:
"1. Data for Prince of Wales-Outer Ketchikan Census Area, AK (FIPS code 02201), Skagway-Hoonah-Angoon Census Area, AK (FIPS code"
"02232) and Wrangell-Petersburg Census Area, AK (FIPS code 02280) are only available for 2013 and earlier; for computational"
"purposes, counts and population estimates for 2014 and later are set to zero. Thus, counts and rates shown in multi-year"
"requests for this entity do not include any data for years after 2013, only data for 2013 and earlier. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Alaska2014."
"2. Data for Bedford city, Va. (FIPS code 51515) are only available for 2013 and earlier; for computational purposes, counts and"
"population estimates for 2014 and later are set to zero. Thus, counts and rates shown in multi-year requests for this entity do"
"not include any data for years after 2014, only data for 2013 and earlier. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Bedford."
"3. Death rates for Clifton Forge city, Virginia (FIPS code 51560) are available only for 1999-2000. For 2001 and beyond, death"
"counts and population estimates for Clifton Forge city have been combined with those for Alleghany county, Virginia (FIPS code"
"51005). Death counts and population estimates for this entity from multi-year requests, only reflect data from 1999 and 2000;"
"for 2001 and beyond they have been set to zero. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Clifton Forge."
"4. Deaths and population estimates are shown separately from the adjacent counties for Carson City, Nevada (FIPS code 32510)."
"5. Deaths and population estimates are reported separately for Baltimore City (FIPS code 24510) and Baltimore county (FIPS code"
"24005)."
"6. Deaths and population estimates are reported separately for St. Louis City (FIPS code 29510) and county (FIPS code 29189)."
"7. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Assurance of Confidentiality."
"8. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable."
"9. The populations used to calculate standard age-adjusted rates are documented here: More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2000 Standard Population."
"10. The method used to calculate age-adjusted rates is documented here: More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Age-Adjusted Rates."
"11. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age"
"groups, so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"12. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the"
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for"
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS"
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The"
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal"
"series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26,"
"2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012"
"postcensal series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010"
"are April 1 Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident"
"population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population"
"figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1"
"estimates. Population figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population"
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which"
"were available at the time of release."
"13. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
"14. Changes to cause of death classification affect reporting trends. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#ICD-10 Changes."
